NAICS Code,NAICS Title,MICS Code,MICS Title
325413,In-Vitro Diagnostic Substance Manufacturing,32B,"Petrochemicals, Plastics and Metals"
325414,Biological Product (except Diagnostic) Manufacturing,32B,"Petrochemicals, Plastics and Metals"
3255,"Paint, Coating, and Adhesive Manufacturing",32B,"Petrochemicals, Plastics and Metals"
32551,Paint and Coating Manufacturing,32B,"Petrochemicals, Plastics and Metals"
32552,Adhesive Manufacturing,32B,"Petrochemicals, Plastics and Metals"
325510,Paint and Coating Manufacturing,32B,"Petrochemicals, Plastics and Metals"
325520,Adhesive Manufacturing,32B,"Petrochemicals, Plastics and Metals"
3256,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",32B,"Petrochemicals, Plastics and Metals"
32561,Soap and Cleaning Compound Manufacturing,32B,"Petrochemicals, Plastics and Metals"
32562,Toilet Preparation Manufacturing,32B,"Petrochemicals, Plastics and Metals"
325611,Soap and Other Detergent Manufacturing,32B,"Petrochemicals, Plastics and Metals"
325612,Polish and Other Sanitation Good Manufacturing,32B,"Petrochemicals, Plastics and Metals"
325613,Surface Active Agent Manufacturing,32B,"Petrochemicals, Plastics and Metals"
325620,Toilet Preparation Manufacturing,32B,"Petrochemicals, Plastics and Metals"
3259,Other Chemical Product and Preparation Manufacturing,32B,"Petrochemicals, Plastics and Metals"
32591,Printing Ink Manufacturing,32B,"Petrochemicals, Plastics and Metals"
32592,Explosives Manufacturing,32B,"Petrochemicals, Plastics and Metals"
32599,All Other Chemical Product and Preparation Manufacturing,32B,"Petrochemicals, Plastics and Metals"
325910,Printing Ink Manufacturing,32B,"Petrochemicals, Plastics and Metals"
325920,Explosives Manufacturing,32B,"Petrochemicals, Plastics and Metals"
325991,Custom Compounding of Purchased Resins,32B,"Petrochemicals, Plastics and Metals"
325992,"Photographic Film, Paper, Plate, Chemical, and Copy Toner Manufacturing",32B,"Petrochemicals, Plastics and Metals"
325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,32B,"Petrochemicals, Plastics and Metals"
326,Plastics and Rubber Products Manufacturing,32B,"Petrochemicals, Plastics and Metals"
3261,Plastics Product Manufacturing,32B,"Petrochemicals, Plastics and Metals"
32611,Plastics Packaging Materials and Unlaminated Film and Sheet Manufacturing,32B,"Petrochemicals, Plastics and Metals"
32612,"Plastics Pipe, Pipe Fitting, and Unlaminated Profile Shape Manufacturing",32B,"Petrochemicals, Plastics and Metals"
32613,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",32B,"Petrochemicals, Plastics and Metals"
32614,Polystyrene Foam Product Manufacturing,32B,"Petrochemicals, Plastics and Metals"
32615,Urethane and Other Foam Product (except Polystyrene) Manufacturing,32B,"Petrochemicals, Plastics and Metals"
32616,Plastics Bottle Manufacturing,32B,"Petrochemicals, Plastics and Metals"
32619,Other Plastics Product Manufacturing,32B,"Petrochemicals, Plastics and Metals"
326111,Plastics Bag and Pouch Manufacturing,32B,"Petrochemicals, Plastics and Metals"
326112,Plastics Packaging Film and Sheet (including Laminated) Manufacturing,32B,"Petrochemicals, Plastics and Metals"
326113,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing,32B,"Petrochemicals, Plastics and Metals"
326121,Unlaminated Plastics Profile Shape Manufacturing,32B,"Petrochemicals, Plastics and Metals"
326122,Plastics Pipe and Pipe Fitting Manufacturing,32B,"Petrochemicals, Plastics and Metals"
326130,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",32B,"Petrochemicals, Plastics and Metals"
326140,Polystyrene Foam Product Manufacturing,32B,"Petrochemicals, Plastics and Metals"
326150,Urethane and Other Foam Product (except Polystyrene) Manufacturing,32B,"Petrochemicals, Plastics and Metals"
326160,Plastics Bottle Manufacturing,32B,"Petrochemicals, Plastics and Metals"
326191,Plastics Plumbing Fixture Manufacturing,32B,"Petrochemicals, Plastics and Metals"
326192,Resilient Floor Covering Manufacturing,32B,"Petrochemicals, Plastics and Metals"
326199,All Other Plastics Product Manufacturing,32B,"Petrochemicals, Plastics and Metals"
3262,Rubber Product Manufacturing,32B,"Petrochemicals, Plastics and Metals"
32621,Tire Manufacturing,32B,"Petrochemicals, Plastics and Metals"
32622,Rubber and Plastics Hoses and Belting Manufacturing,32B,"Petrochemicals, Plastics and Metals"
32629,Other Rubber Product Manufacturing,32B,"Petrochemicals, Plastics and Metals"
326211,Tire Manufacturing (except Retreading),32B,"Petrochemicals, Plastics and Metals"
326212,Tire Retreading,32B,"Petrochemicals, Plastics and Metals"
326220,Rubber and Plastics Hoses and Belting Manufacturing,32B,"Petrochemicals, Plastics and Metals"
326291,Rubber Product Manufacturing for Mechanical Use,32B,"Petrochemicals, Plastics and Metals"
326299,All Other Rubber Product Manufacturing,32B,"Petrochemicals, Plastics and Metals"
327,Nonmetallic Mineral Product Manufacturing,32B,"Petrochemicals, Plastics and Metals"
3271,Clay Product and Refractory Manufacturing,32B,"Petrochemicals, Plastics and Metals"
32711,"Pottery, Ceramics, and Plumbing Fixture Manufacturing",32B,"Petrochemicals, Plastics and Metals"
32712,Clay Building Material and Refractories Manufacturing,32B,"Petrochemicals, Plastics and Metals"
327110,"Pottery, Ceramics, and Plumbing Fixture Manufacturing",32B,"Petrochemicals, Plastics and Metals"
327111,Vitreous China Plumbing Fixture and China and Earthenware Bathroom Accessories Manufacturing,32B,"Petrochemicals, Plastics and Metals"
327112,"Vitreous China, Fine Earthenware, and Other Pottery Product Manufacturing",32B,"Petrochemicals, Plastics and Metals"
327113,Porcelain Electrical Supply Manufacturing,32B,"Petrochemicals, Plastics and Metals"
327120,Clay Building Material and Refractories Manufacturing,32B,"Petrochemicals, Plastics and Metals"
327121,Brick and Structural Clay Tile Manufacturing,32B,"Petrochemicals, Plastics and Metals"
327122,Ceramic Wall and Floor Tile Manufacturing,32B,"Petrochemicals, Plastics and Metals"
327123,Other Structural Clay Product Manufacturing,32B,"Petrochemicals, Plastics and Metals"
327124,Clay Refractory Manufacturing,32B,"Petrochemicals, Plastics and Metals"
327125,Nonclay Refractory Manufacturing,32B,"Petrochemicals, Plastics and Metals"
3272,Glass and Glass Product Manufacturing,32B,"Petrochemicals, Plastics and Metals"
32721,Glass and Glass Product Manufacturing,32B,"Petrochemicals, Plastics and Metals"
327211,Flat Glass Manufacturing,32B,"Petrochemicals, Plastics and Metals"
327212,Other Pressed and Blown Glass and Glassware Manufacturing,32B,"Petrochemicals, Plastics and Metals"
327213,Glass Container Manufacturing,32B,"Petrochemicals, Plastics and Metals"
327215,Glass Product Manufacturing Made of Purchased Glass,32B,"Petrochemicals, Plastics and Metals"
3273,Cement and Concrete Product Manufacturing,32B,"Petrochemicals, Plastics and Metals"
32731,Cement Manufacturing,32B,"Petrochemicals, Plastics and Metals"
32732,Ready-Mix Concrete Manufacturing,32B,"Petrochemicals, Plastics and Metals"
32733,"Concrete Pipe, Brick, and Block Manufacturing",32B,"Petrochemicals, Plastics and Metals"
32739,Other Concrete Product Manufacturing,32B,"Petrochemicals, Plastics and Metals"
327310,Cement Manufacturing,32B,"Petrochemicals, Plastics and Metals"
327320,Ready-Mix Concrete Manufacturing,32B,"Petrochemicals, Plastics and Metals"
327331,Concrete Block and Brick Manufacturing,32B,"Petrochemicals, Plastics and Metals"
327332,Concrete Pipe Manufacturing,32B,"Petrochemicals, Plastics and Metals"
327390,Other Concrete Product Manufacturing,32B,"Petrochemicals, Plastics and Metals"
3274,Lime and Gypsum Product Manufacturing,32B,"Petrochemicals, Plastics and Metals"
32741,Lime Manufacturing,32B,"Petrochemicals, Plastics and Metals"
32742,Gypsum Product Manufacturing,32B,"Petrochemicals, Plastics and Metals"
327410,Lime Manufacturing,32B,"Petrochemicals, Plastics and Metals"
327420,Gypsum Product Manufacturing,32B,"Petrochemicals, Plastics and Metals"
3279,Other Nonmetallic Mineral Product Manufacturing,32B,"Petrochemicals, Plastics and Metals"
32791,Abrasive Product Manufacturing,32B,"Petrochemicals, Plastics and Metals"
32799,All Other Nonmetallic Mineral Product Manufacturing,32B,"Petrochemicals, Plastics and Metals"
327910,Abrasive Product Manufacturing,32B,"Petrochemicals, Plastics and Metals"
327991,Cut Stone and Stone Product Manufacturing,32B,"Petrochemicals, Plastics and Metals"
327992,Ground or Treated Mineral and Earth Manufacturing,32B,"Petrochemicals, Plastics and Metals"
327993,Mineral Wool Manufacturing,32B,"Petrochemicals, Plastics and Metals"
327999,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing,32B,"Petrochemicals, Plastics and Metals"
33,Manufacturing,33,"Manufacturing (Machinery, Tooling and Industrial Equipment)"
333,Machinery Manufacturing,333,Machinery Manufacturing
3331,"Agriculture, Construction, and Mining Machinery Manufacturing",333,Machinery Manufacturing
33311,Agricultural Implement Manufacturing,333,Machinery Manufacturing
33312,Construction Machinery Manufacturing,333,Machinery Manufacturing
33313,Mining and Oil and Gas Field Machinery Manufacturing,333,Machinery Manufacturing
333111,Farm Machinery and Equipment Manufacturing,333,Machinery Manufacturing
333112,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing,333,Machinery Manufacturing
333120,Construction Machinery Manufacturing,333,Machinery Manufacturing
333131,Mining Machinery and Equipment Manufacturing,333,Machinery Manufacturing
333132,Oil and Gas Field Machinery and Equipment Manufacturing,333,Machinery Manufacturing
3332,Industrial Machinery Manufacturing,333,Machinery Manufacturing
33321,Sawmill and Woodworking Machinery Manufacturing,333,Machinery Manufacturing
33322,Plastics and Rubber Industry Machinery Manufacturing,333,Machinery Manufacturing
33324,Industrial Machinery Manufacturing,333,Machinery Manufacturing
33329,Other Industrial Machinery Manufacturing,333,Machinery Manufacturing
333210,Sawmill and Woodworking Machinery Manufacturing,333,Machinery Manufacturing
333220,Plastics and Rubber Industry Machinery Manufacturing,333,Machinery Manufacturing
333241,Food Product Machinery Manufacturing,333,Machinery Manufacturing
333242,Semiconductor Machinery Manufacturing,333,Machinery Manufacturing
333243,"Sawmill, Woodworking, and Paper Machinery Manufacturing",333,Machinery Manufacturing
333244,Printing Machinery and Equipment Manufacturing,333,Machinery Manufacturing
333248,All Other Industrial Machinery Manufacturing,333,Machinery Manufacturing
333249,Other Industrial Machinery Manufacturing,333,Machinery Manufacturing
333291,Paper Industry Machinery Manufacturing,333,Machinery Manufacturing
333292,Textile Machinery Manufacturing,333,Machinery Manufacturing
333293,Printing Machinery and Equipment Manufacturing,333,Machinery Manufacturing
333294,Food Product Machinery Manufacturing,333,Machinery Manufacturing
333295,Semiconductor Machinery Manufacturing,333,Machinery Manufacturing
333298,All Other Industrial Machinery Manufacturing,333,Machinery Manufacturing
3333,Commercial and Service Industry Machinery Manufacturing,333,Machinery Manufacturing
33331,Commercial and Service Industry Machinery Manufacturing,333,Machinery Manufacturing
333310,Commercial and Service Industry Machinery Manufacturing,333,Machinery Manufacturing
333311,Automatic Vending Machine Manufacturing,333,Machinery Manufacturing
333312,"Commercial Laundry, Drycleaning, and Pressing Machine Manufacturing",333,Machinery Manufacturing
333313,Office Machinery Manufacturing,333,Machinery Manufacturing
333314,Optical Instrument and Lens Manufacturing,333,Machinery Manufacturing
333315,Photographic and Photocopying Equipment Manufacturing,333,Machinery Manufacturing
333316,Photographic and Photocopying Equipment Manufacturing,333,Machinery Manufacturing
333318,Other Commercial and Service Industry Machinery Manufacturing,333,Machinery Manufacturing
333319,Other Commercial and Service Industry Machinery Manufacturing,333,Machinery Manufacturing
3334,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",333,Machinery Manufacturing
33341,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",333,Machinery Manufacturing
333411,Air Purification Equipment Manufacturing,333,Machinery Manufacturing
333412,Industrial and Commercial Fan and Blower Manufacturing,333,Machinery Manufacturing
333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,333,Machinery Manufacturing
333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,333,Machinery Manufacturing
333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,333,Machinery Manufacturing
3335,Metalworking Machinery Manufacturing,333,Machinery Manufacturing
33351,Metalworking Machinery Manufacturing,333,Machinery Manufacturing
333511,Industrial Mold Manufacturing,333,Machinery Manufacturing
333512,Machine Tool (Metal Cutting Types) Manufacturing,333,Machinery Manufacturing
333513,Machine Tool (Metal Forming Types) Manufacturing,333,Machinery Manufacturing
333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",333,Machinery Manufacturing
333515,Cutting Tool and Machine Tool Accessory Manufacturing,333,Machinery Manufacturing
333516,Rolling Mill Machinery and Equipment Manufacturing,333,Machinery Manufacturing
333517,Machine Tool Manufacturing,333,Machinery Manufacturing
333518,Other Metalworking Machinery Manufacturing,333,Machinery Manufacturing
333519,Rolling Mill and Other Metalworking Machinery Manufacturing,333,Machinery Manufacturing
3336,"Engine, Turbine, and Power Transmission Equipment Manufacturing",333,Machinery Manufacturing
33361,"Engine, Turbine, and Power Transmission Equipment Manufacturing",333,Machinery Manufacturing
333611,Turbine and Turbine Generator Set Units Manufacturing,333,Machinery Manufacturing
333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",333,Machinery Manufacturing
333613,Mechanical Power Transmission Equipment Manufacturing,333,Machinery Manufacturing
333618,Other Engine Equipment Manufacturing,333,Machinery Manufacturing
3339,Other General Purpose Machinery Manufacturing,333,Machinery Manufacturing
33391,Pump and Compressor Manufacturing,333,Machinery Manufacturing
33392,Material Handling Equipment Manufacturing,333,Machinery Manufacturing
33399,All Other General Purpose Machinery Manufacturing,333,Machinery Manufacturing
333911,Pump and Pumping Equipment Manufacturing,333,Machinery Manufacturing
333912,Air and Gas Compressor Manufacturing,333,Machinery Manufacturing
333913,Measuring and Dispensing Pump Manufacturing,333,Machinery Manufacturing
333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",333,Machinery Manufacturing
333921,Elevator and Moving Stairway Manufacturing,333,Machinery Manufacturing
333922,Conveyor and Conveying Equipment Manufacturing,333,Machinery Manufacturing
333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",333,Machinery Manufacturing
333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",333,Machinery Manufacturing
333991,Power-Driven Handtool Manufacturing,333,Machinery Manufacturing
333992,Welding and Soldering Equipment Manufacturing,333,Machinery Manufacturing
333993,Packaging Machinery Manufacturing,333,Machinery Manufacturing
333994,Industrial Process Furnace and Oven Manufacturing,333,Machinery Manufacturing
333995,Fluid Power Cylinder and Actuator Manufacturing,333,Machinery Manufacturing
333996,Fluid Power Pump and Motor Manufacturing,333,Machinery Manufacturing
333997,Scale and Balance Manufacturing,333,Machinery Manufacturing
333998,All Other Miscellaneous General Purpose Machinery Manufacturing,333,Machinery Manufacturing
333999,All Other Miscellaneous General Purpose Machinery Manufacturing,333,Machinery Manufacturing
336,Transportation Equipment Manufacturing,336,Transportation Equipment Manufacturing
3361,Motor Vehicle Manufacturing,336,Transportation Equipment Manufacturing
33611,Automobile and Light Duty Motor Vehicle Manufacturing,336,Transportation Equipment Manufacturing
33612,Heavy Duty Truck Manufacturing,336,Transportation Equipment Manufacturing
336110,Automobile and Light Duty Motor Vehicle Manufacturing,336,Transportation Equipment Manufacturing
336111,Automobile Manufacturing,336,Transportation Equipment Manufacturing
336112,Light Truck and Utility Vehicle Manufacturing,336,Transportation Equipment Manufacturing
336120,Heavy Duty Truck Manufacturing,336,Transportation Equipment Manufacturing
3362,Motor Vehicle Body and Trailer Manufacturing,336,Transportation Equipment Manufacturing
33621,Motor Vehicle Body and Trailer Manufacturing,336,Transportation Equipment Manufacturing
336211,Motor Vehicle Body Manufacturing,336,Transportation Equipment Manufacturing
336212,Truck Trailer Manufacturing,336,Transportation Equipment Manufacturing
336213,Motor Home Manufacturing,336,Transportation Equipment Manufacturing
336214,Travel Trailer and Camper Manufacturing,336,Transportation Equipment Manufacturing
3363,Motor Vehicle Parts Manufacturing,336,Transportation Equipment Manufacturing
33631,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,336,Transportation Equipment Manufacturing
33632,Motor Vehicle Electrical and Electronic Equipment Manufacturing,336,Transportation Equipment Manufacturing
33633,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,336,Transportation Equipment Manufacturing
33634,Motor Vehicle Brake System Manufacturing,336,Transportation Equipment Manufacturing
33635,Motor Vehicle Transmission and Power Train Parts Manufacturing,336,Transportation Equipment Manufacturing
33636,Motor Vehicle Seating and Interior Trim Manufacturing,336,Transportation Equipment Manufacturing
33637,Motor Vehicle Metal Stamping,336,Transportation Equipment Manufacturing
33639,Other Motor Vehicle Parts Manufacturing,336,Transportation Equipment Manufacturing
336310,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,336,Transportation Equipment Manufacturing
336311,"Carburetor, Piston, Piston Ring, and Valve Manufacturing",336,Transportation Equipment Manufacturing
336312,Gasoline Engine and Engine Parts Manufacturing,336,Transportation Equipment Manufacturing
336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,336,Transportation Equipment Manufacturing
336321,Vehicular Lighting Equipment Manufacturing,336,Transportation Equipment Manufacturing
336322,Other Motor Vehicle Electrical and Electronic Equipment Manufacturing,336,Transportation Equipment Manufacturing
336330,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,336,Transportation Equipment Manufacturing
336340,Motor Vehicle Brake System Manufacturing,336,Transportation Equipment Manufacturing
336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,336,Transportation Equipment Manufacturing
336360,Motor Vehicle Seating and Interior Trim Manufacturing,336,Transportation Equipment Manufacturing
336370,Motor Vehicle Metal Stamping,336,Transportation Equipment Manufacturing
336390,Other Motor Vehicle Parts Manufacturing,336,Transportation Equipment Manufacturing
336391,Motor Vehicle Air-Conditioning Manufacturing,336,Transportation Equipment Manufacturing
336399,All Other Motor Vehicle Parts Manufacturing,336,Transportation Equipment Manufacturing
3364,Aerospace Product and Parts Manufacturing,336,Transportation Equipment Manufacturing
33641,Aerospace Product and Parts Manufacturing,336,Transportation Equipment Manufacturing
336411,Aircraft Manufacturing,336,Transportation Equipment Manufacturing
336412,Aircraft Engine and Engine Parts Manufacturing,336,Transportation Equipment Manufacturing
336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,336,Transportation Equipment Manufacturing
336414,Guided Missile and Space Vehicle Manufacturing,336,Transportation Equipment Manufacturing
336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,336,Transportation Equipment Manufacturing
336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,336,Transportation Equipment Manufacturing
3365,Railroad Rolling Stock Manufacturing,336,Transportation Equipment Manufacturing
33651,Railroad Rolling Stock Manufacturing,336,Transportation Equipment Manufacturing
336510,Railroad Rolling Stock Manufacturing,336,Transportation Equipment Manufacturing
3366,Ship and Boat Building,336,Transportation Equipment Manufacturing
33661,Ship and Boat Building,336,Transportation Equipment Manufacturing
336611,Ship Building and Repairing,336,Transportation Equipment Manufacturing
336612,Boat Building,336,Transportation Equipment Manufacturing
3369,Other Transportation Equipment Manufacturing,336,Transportation Equipment Manufacturing
33699,Other Transportation Equipment Manufacturing,336,Transportation Equipment Manufacturing
336991,"Motorcycle, Bicycle, and Parts Manufacturing",336,Transportation Equipment Manufacturing
336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",336,Transportation Equipment Manufacturing
336999,All Other Transportation Equipment Manufacturing,336,Transportation Equipment Manufacturing
337,Furniture and Related Product Manufacturing,337,Furniture and Related Product Manufacturing
3371,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,337,Furniture and Related Product Manufacturing
33711,Wood Kitchen Cabinet and Countertop Manufacturing,337,Furniture and Related Product Manufacturing
33712,Household and Institutional Furniture Manufacturing,337,Furniture and Related Product Manufacturing
337110,Wood Kitchen Cabinet and Countertop Manufacturing,337,Furniture and Related Product Manufacturing
337121,Upholstered Household Furniture Manufacturing,337,Furniture and Related Product Manufacturing
337122,Nonupholstered Wood Household Furniture Manufacturing,337,Furniture and Related Product Manufacturing
337124,Metal Household Furniture Manufacturing,337,Furniture and Related Product Manufacturing
337125,Household Furniture (except Wood and Metal) Manufacturing,337,Furniture and Related Product Manufacturing
337126,Household Furniture (except Wood and Upholstered) Manufacturing,337,Furniture and Related Product Manufacturing
337127,Institutional Furniture Manufacturing,337,Furniture and Related Product Manufacturing
337129,"Wood Television, Radio, and Sewing Machine Cabinet Manufacturing",337,Furniture and Related Product Manufacturing
3372,Office Furniture (including Fixtures) Manufacturing,337,Furniture and Related Product Manufacturing
33721,Office Furniture (including Fixtures) Manufacturing,337,Furniture and Related Product Manufacturing
337211,Wood Office Furniture Manufacturing,337,Furniture and Related Product Manufacturing
337212,Custom Architectural Woodwork and Millwork Manufacturing,337,Furniture and Related Product Manufacturing
337214,Office Furniture (except Wood) Manufacturing,337,Furniture and Related Product Manufacturing
337215,"Showcase, Partition, Shelving, and Locker Manufacturing",337,Furniture and Related Product Manufacturing
3379,Other Furniture Related Product Manufacturing,337,Furniture and Related Product Manufacturing
33791,Mattress Manufacturing,337,Furniture and Related Product Manufacturing
33792,Blind and Shade Manufacturing,337,Furniture and Related Product Manufacturing
337910,Mattress Manufacturing,337,Furniture and Related Product Manufacturing
337920,Blind and Shade Manufacturing,337,Furniture and Related Product Manufacturing
339,Miscellaneous Manufacturing,339,Miscellaneous Manufacturing
3391,Medical Equipment and Supplies Manufacturing,339,Miscellaneous Manufacturing
33911,Medical Equipment and Supplies Manufacturing,339,Miscellaneous Manufacturing
339112,Surgical and Medical Instrument Manufacturing,339,Miscellaneous Manufacturing
339113,Surgical Appliance and Supplies Manufacturing,339,Miscellaneous Manufacturing
339114,Dental Equipment and Supplies Manufacturing,339,Miscellaneous Manufacturing
339115,Ophthalmic Goods Manufacturing,339,Miscellaneous Manufacturing
339116,Dental Laboratories,339,Miscellaneous Manufacturing
3399,Other Miscellaneous Manufacturing,339,Miscellaneous Manufacturing
33991,Jewelry and Silverware Manufacturing,339,Miscellaneous Manufacturing
33992,Sporting and Athletic Goods Manufacturing,339,Miscellaneous Manufacturing
33993,"Doll, Toy, and Game Manufacturing",339,Miscellaneous Manufacturing
33994,Office Supplies (except Paper) Manufacturing,339,Miscellaneous Manufacturing
33995,Sign Manufacturing,339,Miscellaneous Manufacturing
33999,All Other Miscellaneous Manufacturing,339,Miscellaneous Manufacturing
339910,Jewelry and Silverware Manufacturing,339,Miscellaneous Manufacturing
339911,Jewelry (except Costume) Manufacturing,339,Miscellaneous Manufacturing
339912,Silverware and Hollowware Manufacturing,339,Miscellaneous Manufacturing
339913,Jewelers' Material and Lapidary Work Manufacturing,339,Miscellaneous Manufacturing
339914,Costume Jewelry and Novelty Manufacturing,339,Miscellaneous Manufacturing
339920,Sporting and Athletic Goods Manufacturing,339,Miscellaneous Manufacturing
339930,"Doll, Toy, and Game Manufacturing",339,Miscellaneous Manufacturing
339931,Doll and Stuffed Toy Manufacturing,339,Miscellaneous Manufacturing
339932,"Game, Toy, and Children's Vehicle Manufacturing",339,Miscellaneous Manufacturing
339940,Office Supplies (except Paper) Manufacturing,339,Miscellaneous Manufacturing
339941,Pen and Mechanical Pencil Manufacturing,339,Miscellaneous Manufacturing
339942,Lead Pencil and Art Good Manufacturing,339,Miscellaneous Manufacturing
339943,Marking Device Manufacturing,339,Miscellaneous Manufacturing
339944,Carbon Paper and Inked Ribbon Manufacturing,339,Miscellaneous Manufacturing
339950,Sign Manufacturing,339,Miscellaneous Manufacturing
339991,"Gasket, Packing, and Sealing Device Manufacturing",339,Miscellaneous Manufacturing
339992,Musical Instrument Manufacturing,339,Miscellaneous Manufacturing
339993,"Fastener, Button, Needle, and Pin Manufacturing",339,Miscellaneous Manufacturing
339994,"Broom, Brush, and Mop Manufacturing",339,Miscellaneous Manufacturing
339995,Burial Casket Manufacturing,339,Miscellaneous Manufacturing
339999,All Other Miscellaneous Manufacturing,339,Miscellaneous Manufacturing
331,Primary Metal Manufacturing,33A,Metal Manufacture
3311,Iron and Steel Mills and Ferroalloy Manufacturing,33A,Metal Manufacture
33111,Iron and Steel Mills and Ferroalloy Manufacturing,33A,Metal Manufacture
331110,Iron and Steel Mills and Ferroalloy Manufacturing,33A,Metal Manufacture
331111,Iron and Steel Mills,33A,Metal Manufacture
331112,Electrometallurgical Ferroalloy Product Manufacturing,33A,Metal Manufacture
3312,Steel Product Manufacturing from Purchased Steel,33A,Metal Manufacture
33121,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,33A,Metal Manufacture
33122,Rolling and Drawing of Purchased Steel,33A,Metal Manufacture
331210,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,33A,Metal Manufacture
331221,Rolled Steel Shape Manufacturing,33A,Metal Manufacture
331222,Steel Wire Drawing,33A,Metal Manufacture
3313,Alumina and Aluminum Production and Processing,33A,Metal Manufacture
33131,Alumina and Aluminum Production and Processing,33A,Metal Manufacture
331311,Alumina Refining,33A,Metal Manufacture
331312,Primary Aluminum Production,33A,Metal Manufacture
331313,Alumina Refining and Primary Aluminum Production,33A,Metal Manufacture
331314,Secondary Smelting and Alloying of Aluminum,33A,Metal Manufacture
331315,"Aluminum Sheet, Plate, and Foil Manufacturing",33A,Metal Manufacture
331316,Aluminum Extruded Product Manufacturing,33A,Metal Manufacture
331318,"Other Aluminum Rolling, Drawing, and Extruding",33A,Metal Manufacture
331319,Other Aluminum Rolling and Drawing,33A,Metal Manufacture
3314,Nonferrous Metal (except Aluminum) Production and Processing,33A,Metal Manufacture
33141,Nonferrous Metal (except Aluminum) Smelting and Refining,33A,Metal Manufacture
33142,"Copper Rolling, Drawing, Extruding, and Alloying",33A,Metal Manufacture
33149,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding, and Alloying",33A,Metal Manufacture
331410,Nonferrous Metal (except Aluminum) Smelting and Refining,33A,Metal Manufacture
331411,Primary Smelting and Refining of Copper,33A,Metal Manufacture
331419,Primary Smelting and Refining of Nonferrous Metal (except Copper and Aluminum),33A,Metal Manufacture
331420,"Copper Rolling, Drawing, Extruding, and Alloying",33A,Metal Manufacture
331421,"Copper Rolling, Drawing, and Extruding",33A,Metal Manufacture
331422,Copper Wire (except Mechanical) Drawing,33A,Metal Manufacture
331423,"Secondary Smelting, Refining, and Alloying of Copper",33A,Metal Manufacture
331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",33A,Metal Manufacture
331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)",33A,Metal Manufacture
3315,Foundries,33A,Metal Manufacture
33151,Ferrous Metal Foundries,33A,Metal Manufacture
33152,Nonferrous Metal Foundries,33A,Metal Manufacture
331511,Iron Foundries,33A,Metal Manufacture
331512,Steel Investment Foundries,33A,Metal Manufacture
331513,Steel Foundries (except Investment),33A,Metal Manufacture
331521,Aluminum Die-Casting Foundries,33A,Metal Manufacture
331522,Nonferrous (except Aluminum) Die-Casting Foundries,33A,Metal Manufacture
331523,Nonferrous Metal Die-Casting Foundries,33A,Metal Manufacture
331524,Aluminum Foundries (except Die-Casting),33A,Metal Manufacture
331525,Copper Foundries (except Die-Casting),33A,Metal Manufacture
331528,Other Nonferrous Foundries (except Die-Casting),33A,Metal Manufacture
331529,Other Nonferrous Metal Foundries (except Die-Casting),33A,Metal Manufacture
332,Fabricated Metal Product Manufacturing,33A,Metal Manufacture
3321,Forging and Stamping,33A,Metal Manufacture
33211,Forging and Stamping,33A,Metal Manufacture
332111,Iron and Steel Forging,33A,Metal Manufacture
332112,Nonferrous Forging,33A,Metal Manufacture
332114,Custom Roll Forming,33A,Metal Manufacture
